Twitter Account,Tweet,Created Date,Tweets Ago,Compound Score,Positive Score,Neutral Score,Negative Score
@CBS,The games have just begun! Continue to stream First Round games LIVE today with a FREE trial of CBS All Access:… https://t.co/YTGsJ48zYP,Fri Mar 16 16:28:40 +0000 2018,30,0.6514,0.178,0.822,0.0
@CBS,"RT @TheTalkCBS: You asked, we answered! The fun never ends when the ladies #KeepTalking and answer your fan questions 🗣💬➡️ https://t.co/ie1…",Thu Mar 15 17:54:06 +0000 2018,31,0.7088,0.237,0.763,0.0
@CBS,RT @instinctcbs: Dr. Dylan Reinhart is lured back into the field from his life of quiet academia when a certain serial killer makes things…,Thu Mar 15 17:20:26 +0000 2018,32,-0.4939,0.077,0.766,0.157
@CBS,Stream First Round games LIVE today starting at 12PM ET with a FREE trial of CBS All Access! https://t.co/3P85rXLy4b https://t.co/vZow3YD8cb,Thu Mar 15 16:42:41 +0000 2018,33,0.6514,0.194,0.806,0.0
@CBS,RT @CBSSports: It's the most wonderful time of the year. #MarchMadness https://t.co/e4c9qohqSR,Thu Mar 15 14:32:16 +0000 2018,34,0.6115,0.266,0.734,0.0
@CBS,"Give these ladies some love! @Lauren_Alaina, @DBradbery, @carlypearce, and @RaeLynn are nominated for New Female Vo… https://t.co/IVhwURfJ3S",Wed Mar 14 19:30:01 +0000 2018,35,0.6696,0.219,0.781,0.0
@CBS,"RT @ManWithAPlan: Hungry for more #ManWithAPlan bloopers and behind-the-scenes videos featuring cast like @matt_leblanc, @thelizasnyder, @k…",Tue Mar 13 18:48:52 +0000 2018,36,0.3612,0.143,0.857,0.0
@CBS,"Music stars @MileyCyrus, @edsheeran, @ladygaga, and more will honor the legendary @eltonofficial and his hit songs… https://t.co/UzxARCCLnI",Tue Mar 13 14:15:10 +0000 2018,37,0.539,0.179,0.821,0.0
@CBS,RT @thegoodfight: The verdict is in. The new season of #TheGoodFight is 🔥🔥🔥! Stream it now on CBS All Access: https://t.co/FkYSNSXlRb https…,Mon Mar 12 18:13:28 +0000 2018,38,0.2244,0.083,0.917,0.0
@CBS,"RT @MadamSecretary: In less than an hour, #MadamSecretary's Keith Carradine will be taking over the @MadamSecretary Twitter page! Tweet alo…",Mon Mar 12 01:20:43 +0000 2018,39,0.0,0.0,1.0,0.0
@CBS,RT @DierksBentley: Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post for a…,Fri Mar 09 22:48:26 +0000 2018,40,0.4926,0.117,0.883,0.0
@CBS,"RT @MomCBS: If you missed guest star @KChenoweth in the latest episode of #Mom, not to worry! Watch now: https://t.co/RlvXoGOZ0l https://t.…",Fri Mar 09 22:24:20 +0000 2018,41,0.1275,0.113,0.795,0.092
@CBS,"Give a round of applause to @KelseaBallerini, @MirandaLambert, @Reba, @MarenMorris, and @CarrieUnderwood, the five… https://t.co/Ncp1BTXx6N",Fri Mar 09 21:10:21 +0000 2018,42,0.4215,0.177,0.823,0.0
@CBS,"RT @thegoodfight: Smart, sexy, and sophisticated. See what's coming this season on #TheGoodFight. https://t.co/CuKhx2G50P https://t.co/ygTI…",Fri Mar 09 18:27:28 +0000 2018,43,0.8658,0.447,0.553,0.0
@CBS,RT @BlueBloods_CBS: Even stand-up guys fall down sometimes. #BlueBloods is new tonight at 10/9c! https://t.co/UOlDm22wWW,Fri Mar 09 16:02:27 +0000 2018,44,0.0,0.0,1.0,0.0
@CBS,Today and every day we celebrate the women in our lives who empower and inspire us. Share a story about an influent… https://t.co/9rVtqrElvT,Thu Mar 08 18:00:49 +0000 2018,45,0.8625,0.336,0.664,0.0
@CBS,Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post… https://t.co/7ShhvE48zy,Thu Mar 08 17:03:04 +0000 2018,46,0.4926,0.132,0.868,0.0
@CBS,"RT @thegoodfight: Meticulously constructed. Soapy &amp; sexy. Intoxicating, savage television. 🔥 Here's what critics are saying about #TheGoodF…",Wed Mar 07 18:39:10 +0000 2018,47,-0.2023,0.15,0.619,0.23
@CBS,"This just in! @Jason_Aldean, @mirandalambert, @LukeBryanOnline, and many more are set to perform at the 53rd Academ… https://t.co/mfxw2VxzU4",Wed Mar 07 17:06:02 +0000 2018,48,0.0,0.0,1.0,0.0
@CBS,"Meet the ensemble of talented actors slated to join $1, a new mystery series coming to CBS All Access:… https://t.co/QoyYv7vxwg",Tue Mar 06 18:10:59 +0000 2018,49,0.6705,0.244,0.756,0.0
@CBS,"Will @Jason_Aldean, @garthbrooks, @LukeBryanOnline, @ChrisStapleton, or @KeithUrban be named Entertainer Of The Yea… https://t.co/rMD8zjeX3s",Mon Mar 05 22:16:43 +0000 2018,50,0.3818,0.167,0.833,0.0
@CBS,"RT @thegoodfight: It feels good to be back. 👠💄🔥 The season 2 premiere of #TheGoodFight is now streaming, exclusively on CBS All Access: htt…",Sun Mar 04 08:05:26 +0000 2018,51,0.4404,0.116,0.884,0.0
@CBS,"RT @thegoodfight: Tomorrow, #TheGoodFight is back. Stream the season 2 premiere only on CBS All Access: https://t.co/tNFR8LBJO2 https://t.c…",Sat Mar 03 20:55:20 +0000 2018,52,0.0,0.0,1.0,0.0
@CBS,"Who are the trailblazing women in your life that inspire you? Join CBS and the ANA's #SeeHer initiative, celebratin… https://t.co/M0KqZ41Bes",Fri Mar 02 22:30:01 +0000 2018,53,0.7096,0.247,0.753,0.0
@CBS,"Join @maria_bello, @aishatyler and @TeaLeoni in celebrating the accomplishments of women who have contributed to th… https://t.co/MefESBeFL3",Fri Mar 02 20:30:01 +0000 2018,54,0.7096,0.282,0.718,0.0
@CBS,"In honor of Women's History Month, CBS and the Association of National Advertisers' (ANA) #SeeHer initiative will p… https://t.co/2wtYxKJVuO",Fri Mar 02 18:45:00 +0000 2018,55,0.4939,0.151,0.849,0.0
@CBS,RT @ZoeListerJones: Tonight’s an all new Life In Pieces and it’s directed by my ride or die @nataliaanderson!!!… https://t.co/2LPfmyLWrY,Thu Mar 01 18:59:01 +0000 2018,56,-0.6981,0.0,0.79,0.21
@CBS,"RT @MarenMorris: Hot damn! Woke up from my post-wisdom teeth haze to find out I’m up for 4 @ACMawards ! So honored, especially for the Dear…",Thu Mar 01 18:12:57 +0000 2018,57,0.4547,0.159,0.749,0.092
@CBS,RT @KelseaBallerini: Ohhhhh goodness. Incredible. Thank you thank you thank you. #female https://t.co/1ZTYjNfQeF,Thu Mar 01 18:11:50 +0000 2018,58,0.8591,0.538,0.462,0.0
@CBS,RT @KeithUrban: ACMs...... HOLY SMOKES!!!!! MAD LOVE TO U ALL THIS MORNING  FOR THESE INCREDIBLE NOMINATIONS. I’M EXTREMELY GRATEFUL!!!!!!!…,Thu Mar 01 18:10:50 +0000 2018,59,0.4885,0.234,0.615,0.151
@CBS,"RT @ACMawards: Congratulations to this year’s #ACMawards Video of the Year nominees:
“Black” - @DierksBentley
“It Ain’t My Fault” - @Brothe…",Thu Mar 01 14:36:21 +0000 2018,60,0.5994,0.178,0.822,0.0
@CBS,"RT @ACMawards: Please give a round of applause to this year’s #ACMawards Entertainer of the Year nominees: @Jason_Aldean, @GarthBrooks, @Lu…",Thu Mar 01 14:29:20 +0000 2018,61,0.7717,0.325,0.675,0.0
@CBS,".@ChrisStapleton, @ThomasRhett, @mirandalambert and more are all nominated for awards at Country Music's Party of t… https://t.co/Vm1vXRUDYJ",Thu Mar 01 14:15:29 +0000 2018,62,0.6908,0.275,0.725,0.0
@CBS,"The Queen of Country, @Reba, is returning to host the 53rd #ACMawards on Sunday, April 15 at 8/7c. Here are a few o… https://t.co/Iqzz6Gql01",Thu Mar 01 13:50:11 +0000 2018,63,0.0,0.0,1.0,0.0
@CBS,RT @survivorcbs: It’s time! #Survivor https://t.co/YPk6cGWrUA,Thu Mar 01 01:04:52 +0000 2018,64,0.0,0.0,1.0,0.0
@CBS,"RT @CBSThisMorning: TOMORROW: The nominees for the 2018 @ACMawards will be announced live by the one-and-only, @Reba! 

Watch on @CBS in ou…",Wed Feb 28 19:56:58 +0000 2018,65,0.0,0.0,1.0,0.0
@CBS,"RT @thegoodfight: From the set design and costumes to hair and makeup, the production quality is truly next-level. Take a peek inside the u…",Wed Feb 28 19:08:30 +0000 2018,66,0.4404,0.116,0.884,0.0
@CBS,RT @LivinBiblically: The fun continues on Facebook! The #LivingBiblically cast is live to talk about tonight’s premiere. Tune in here: http…,Tue Feb 27 03:23:47 +0000 2018,67,0.5562,0.152,0.848,0.0
@CBS,"RT @KevinCanWaitCBS: Can you get all the way through these #KevinCanWait bloopers without laughing?! @KevinJames,@LeahRemini and the rest o…",Mon Feb 26 22:50:32 +0000 2018,68,0.0,0.0,1.0,0.0
@CBS,"RT @ACMawards: That’s right! @Reba is headed to @CBSThisMorning on Thursday, March 1 to announce this year’s #ACMAwards' nominees. Tune in…",Mon Feb 26 21:08:30 +0000 2018,69,0.0,0.0,1.0,0.0
@CBS,"RT @ScorpionCBS: You can't hack your way to a 197 IQ, but you are well on your way with these Genius Facts from #TeamScorpion! 💻 You can be…",Mon Feb 26 19:53:41 +0000 2018,70,0.4482,0.105,0.895,0.0
@CBS,RT @SuperiorDonuts: You can always count on @DavidKoechner for a laugh! Did your favorite Tush moment make the list? Catch a new #SuperiorD…,Mon Feb 26 18:32:36 +0000 2018,71,0.784,0.266,0.734,0.0
@CBS,RT @TheTalkCBS: TODAY: We loved them together then &amp; we love seeing them together now! Welcome back to the show @THESaraGilbert​'s good fri…,Mon Feb 26 18:20:16 +0000 2018,72,0.9359,0.429,0.571,0.0
@CBS,"RT @thegoodfight: As foundations begin to crumble, our characters struggle to make sense of this new dystopian world. The cast teases what'…",Mon Feb 26 16:53:56 +0000 2018,73,-0.5423,0.0,0.816,0.184
@CBS,"#LivingBiblically's @linzkraft and @jrfergjr appeared on @KCBS's Facebook Live this morning, talking all about what… https://t.co/4RebcHuuMQ",Mon Feb 26 16:52:01 +0000 2018,74,0.0,0.0,1.0,0.0
@CBS,"RT @CBSSports: Introducing CBS Sports HQ, a New 24/7 Direct-to-Consumer Streaming Network for Sports News, Highlights, &amp; Analysis.

Stream…",Mon Feb 26 16:17:55 +0000 2018,75,0.0,0.0,1.0,0.0
@CBS,"RT @CBSBigBrother: It’s down to the final 5 celebrity Houseguests, and anyone could take home the grand prize! Tune in NOW to watch the #BB…",Mon Feb 26 01:12:32 +0000 2018,76,0.7644,0.231,0.769,0.0
@CBS,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All episodes now streaming exclusively on CBS All Access: https://t.c…,Sun Feb 25 21:51:32 +0000 2018,77,0.0,0.0,1.0,0.0
@CBS,"RT @thegoodfight: #TheGoodFight returns in 1 week. Season 2 premieres Sunday, March 4. https://t.co/nomCao1GWp https://t.co/BOn6bOe9Tb",Sun Feb 25 21:51:22 +0000 2018,78,0.0,0.0,1.0,0.0
@CBS,RT @thegoodfight: This is our new favorite thing. Christine Baranski debuted #TheGoodFight the Musical on @colbertlateshow last night! 🎵🎤…,Fri Feb 23 18:15:40 +0000 2018,79,0.5093,0.155,0.845,0.0
@CBS,"RT @LivinBiblically: Confession time: have YOU ever hit the ""close door"" button in an elevator while somebody was approaching? The cast of…",Thu Feb 22 19:26:52 +0000 2018,80,0.0,0.0,1.0,0.0
@CBS,RT @CBSEyeSpeak: Mark your calendars! #CBSEyeSpeak kicks off March 14 with The EYE Speak Summit. Follow our page for more details! https://…,Wed Feb 21 19:20:04 +0000 2018,81,0.0,0.0,1.0,0.0
@CBS,"RT @CBSEyeSpeak: Proud to announce a new CBS initiative, promoting female empowerment and developing the next generation of leaders through…",Wed Feb 21 18:19:25 +0000 2018,82,0.6808,0.248,0.752,0.0
@CBS,"RT @LivinBiblically: When you're living by the Bible, it's good to have a priest and a rabbi on call (provided they answer their phones, th…",Tue Feb 20 19:55:19 +0000 2018,83,0.4404,0.116,0.884,0.0
@CBS,"RT @thegoodfight: Chicago lawyers are being hunted and the world is going insane. 

The new season of #TheGoodFight premieres Sunday, March…",Tue Feb 20 17:58:18 +0000 2018,84,-0.4019,0.0,0.881,0.119
@CBS,Ready for some larger than life competition? This new series from @MarkBurnettTV will premiere in summer 2018.… https://t.co/gDXHLdIJ5v,Tue Feb 20 17:39:51 +0000 2018,85,0.3612,0.128,0.872,0.0
@CBS,"With tournament dreams on the line, make sure to stream these college basketball matchups on CBS All Access:… https://t.co/SGkYUZrQWB",Sat Feb 17 01:07:20 +0000 2018,86,0.6124,0.227,0.773,0.0
@CBS,"RT @LivinBiblically: While Chip's sticking to the Bible's original rules, the cast of #LivingBiblically has given them a more modern makeov…",Fri Feb 16 18:42:43 +0000 2018,87,0.3182,0.108,0.892,0.0
@CBS,"Casting News! Peter Mark Kendall, Michael Gaston, Greg Wise, Rade Šerbedžija, Zack Pearlman, and Keye Chen join the… https://t.co/GFob2KrD8H",Fri Feb 16 17:48:20 +0000 2018,88,0.68,0.248,0.752,0.0
@CBS,RT @BullCBS: The verdict is in...#Bull is the perfect Valentine! ❤️ Happy #ValentinesDay! https://t.co/poEejI4AnC,Wed Feb 14 19:23:27 +0000 2018,89,0.8619,0.466,0.534,0.0
@CBS,"RT @NoActivityCBS: Car 27 reporting: Season 2 of #NoActivity coming soon!

Binge season one now on CBS All Access: https://t.co/yvxoQMeyhN…",Tue Feb 13 20:03:56 +0000 2018,90,0.0,0.0,1.0,0.0
@CBS,"RT @LivinBiblically: Against all odds (and the advice of his God Squad), Chip is determined to live life by the Good Book. Think you could…",Tue Feb 13 18:54:52 +0000 2018,91,0.7506,0.252,0.748,0.0
@CBS,RT @thegoodfight: Christine Baranski reflects upon the spectacular metamorphosis of her character in #TheGoodFight's first season. Revisit…,Mon Feb 12 18:49:45 +0000 2018,92,0.0,0.0,1.0,0.0
@CBS,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All 15 episodes now streaming on CBS All Access: https://t.co/lKLaptP…,Mon Feb 12 01:32:33 +0000 2018,93,0.0,0.0,1.0,0.0
@CBS,RT @SuperiorDonuts: Looking for a #Valentine? Tush is here to help you land your dream date just in time for the day of love! #SuperiorDonu…,Fri Feb 09 00:50:01 +0000 2018,94,0.8478,0.304,0.696,0.0
@CBS,RT @CBSBigBrother: The pressure is on as the Houseguests battle each other for victory in the first HOH competition. Stream the season prem…,Thu Feb 08 16:09:35 +0000 2018,95,-0.5859,0.0,0.814,0.186
@CBS,"RT @startrekcbs: Sunday, this season's epic journey reaches its final reckoning. Catch up before the season finale: https://t.co/4Ea5wpmAep…",Wed Feb 07 18:35:19 +0000 2018,96,0.0516,0.066,0.934,0.0
@CBS,"Are you a sucker for jaw-dropping talent competitions? Announcing The World's Best, a first-of-its-kind new global… https://t.co/fagCMklm2Z",Wed Feb 07 16:17:48 +0000 2018,97,0.5574,0.312,0.536,0.152
@CBS,"RT @BullCBS: Tonight, one of these 3 TAC employees will end up incarcerated. Who do you think it will be? Tune into a new episode of #Bull…",Tue Feb 06 22:21:39 +0000 2018,98,0.0,0.0,1.0,0.0
@CBS,"RT @thegoodfight: There's no season like lawyer season. #TheGoodFight returns March 4, exclusively on CBS All Access. https://t.co/XAlrg1nB…",Tue Feb 06 17:05:49 +0000 2018,99,0.0772,0.121,0.773,0.106
@CBS,"RT @thegoodfight: The acclaimed series returns in 1 month. #TheGoodFight is back Sunday, March 4. https://t.co/5BNLTYRd8p https://t.co/yInP…",Sun Feb 04 15:35:36 +0000 2018,100,0.0,0.0,1.0,0.0
@CNN,Mississippi Gov. Phil Bryant has signed into law a bill that prevents women from getting abortions after 15 weeks o… https://t.co/VILPjdWHhz,Tue Mar 20 03:31:02 +0000 2018,1,0.0772,0.064,0.936,0.0
@CNN,"Susan Pompeo, wife of CIA chief Mike Pompeo, has taken on an unusually active role for a CIA spouse in agency affai… https://t.co/kCo2Mh2rkR",Tue Mar 20 03:16:07 +0000 2018,2,0.4576,0.125,0.875,0.0
@CNN,Wylie discusses Cambridge Analytica's possible connections to Russia: “I am concerned we made Russia aware of the p… https://t.co/zJnKlQkUQJ,Tue Mar 20 03:09:18 +0000 2018,3,0.0,0.0,1.0,0.0
@CNN,"How a designer got his scarf into ""Black Panther"" https://t.co/vIjG20TbWu https://t.co/GDD5ibMslm",Tue Mar 20 03:01:06 +0000 2018,4,0.0,0.0,1.0,0.0
@CNN,“Facebook’s only doing something now because I am coming out and speaking out.” Wylie says he is frustrated with th… https://t.co/w9a7vSaOAc,Tue Mar 20 02:56:57 +0000 2018,5,-0.5267,0.0,0.848,0.152
@CNN,"Wylie says Cambridge Analytica had tested Trump campaign slogans since 2014: ""I was surprised when I saw the Trump… https://t.co/a8PZRMDTnx",Tue Mar 20 02:46:53 +0000 2018,6,0.2263,0.095,0.905,0.0
@CNN,Why Mark Zuckerberg needs to testify before Congress | By Kara Alaimo via @CNNOpinion https://t.co/xdgtqjnNK6 https://t.co/QGVEi85ce1,Tue Mar 20 02:46:06 +0000 2018,7,0.0,0.0,1.0,0.0
@CNN,Former Cambridge Analytica contractor Christopher Wylie tells CNN’s @donlemon that he helped build a “psychological… https://t.co/uzQAgripRy,Tue Mar 20 02:34:49 +0000 2018,8,0.0,0.0,1.0,0.0
@CNN,"A 19-year-old US student who went missing over the weekend has been found dead in Bermuda, authorities there say… https://t.co/ZBGYwmmQQt",Tue Mar 20 02:31:05 +0000 2018,9,-0.7579,0.0,0.723,0.277
@CNN,Delta Airlines misrouted an Idaho man's 8-week-old puppy on a cross-country trip -- landing in Las Vegas and Salt L… https://t.co/4xzHQ2OpOQ,Tue Mar 20 02:25:44 +0000 2018,10,0.0,0.0,1.0,0.0
@CNN,"As President Trump's reaction to special counsel Robert Mueller grows more irate by the day, attorneys on both side… https://t.co/PAGvAKksV2",Tue Mar 20 02:16:04 +0000 2018,11,-0.3597,0.108,0.723,0.168
@CNN,The US announces the start date for its annual military exercises with South Korea as President Trump readies for a… https://t.co/3fNnGF2WTM,Tue Mar 20 02:06:05 +0000 2018,12,0.0,0.0,1.0,0.0
@CNN,"A Marjory Stoneman Douglas graduate is making a sculpture to honor the school shooting victims. The names of the ""1… https://t.co/OGSqWoxYD0",Tue Mar 20 02:01:04 +0000 2018,13,0.2263,0.142,0.756,0.102
@CNN,"RT @AC360: Republican Rep. Matt Gaetz says Attorney General Jeff Sessions would be ""right to renounce his recusal, to re-establish command…",Tue Mar 20 01:58:57 +0000 2018,14,0.0,0.0,1.0,0.0
@CNN,"Facebook's value plunges $37 billion on news that data firm Cambridge Analytica, which had ties to Trump's campaign… https://t.co/VTPrmyYTEc",Tue Mar 20 01:56:02 +0000 2018,15,0.34,0.118,0.882,0.0
@CNN,"It's official: ""Sex and the City"" star Cynthia Nixon has announced that she is throwing her hat in the New York gub… https://t.co/Dy0HfIgbQI",Tue Mar 20 01:51:06 +0000 2018,16,0.0,0.0,1.0,0.0
@CNN,RT @AC360: Anderson Cooper: President Trump's recent actions aimed at undermining the institutions that he believes threaten him is a patte…,Tue Mar 20 01:50:33 +0000 2018,17,-0.6249,0.0,0.779,0.221
@CNN,"Alex Stamos, Facebook's chief security officer, says he's still ""fully engaged"" in his work at Facebook following r… https://t.co/ArNf1dJY7L",Tue Mar 20 01:46:05 +0000 2018,18,0.659,0.241,0.759,0.0
@CNN,"RT @OutFrontCNN: Comedian John Oliver, Vice President Mike Pence, a pair of bunny books, and one ""hopping mad"" publisher. This is the tale…",Tue Mar 20 01:45:46 +0000 2018,19,-0.1531,0.101,0.775,0.124
@CNN,The NTSB wants the FAA to ban commercial flights' use of harness systems that don't allow for easy release during e… https://t.co/W2wiBEX3Vd,Tue Mar 20 01:41:06 +0000 2018,20,-0.7699,0.0,0.712,0.288
@CNN,Mississippi Gov. Phil Bryant has signed into law a bill that prevents women from getting abortions after 15 weeks o… https://t.co/VILPjdWHhz,Tue Mar 20 03:31:02 +0000 2018,21,0.0772,0.064,0.936,0.0
@CNN,"Susan Pompeo, wife of CIA chief Mike Pompeo, has taken on an unusually active role for a CIA spouse in agency affai… https://t.co/kCo2Mh2rkR",Tue Mar 20 03:16:07 +0000 2018,22,0.4576,0.125,0.875,0.0
@CNN,Wylie discusses Cambridge Analytica's possible connections to Russia: “I am concerned we made Russia aware of the p… https://t.co/zJnKlQkUQJ,Tue Mar 20 03:09:18 +0000 2018,23,0.0,0.0,1.0,0.0
@CNN,"How a designer got his scarf into ""Black Panther"" https://t.co/vIjG20TbWu https://t.co/GDD5ibMslm",Tue Mar 20 03:01:06 +0000 2018,24,0.0,0.0,1.0,0.0
@CNN,“Facebook’s only doing something now because I am coming out and speaking out.” Wylie says he is frustrated with th… https://t.co/w9a7vSaOAc,Tue Mar 20 02:56:57 +0000 2018,25,-0.5267,0.0,0.848,0.152
@CNN,"Wylie says Cambridge Analytica had tested Trump campaign slogans since 2014: ""I was surprised when I saw the Trump… https://t.co/a8PZRMDTnx",Tue Mar 20 02:46:53 +0000 2018,26,0.2263,0.095,0.905,0.0
@CNN,Why Mark Zuckerberg needs to testify before Congress | By Kara Alaimo via @CNNOpinion https://t.co/xdgtqjnNK6 https://t.co/QGVEi85ce1,Tue Mar 20 02:46:06 +0000 2018,27,0.0,0.0,1.0,0.0
@CNN,Former Cambridge Analytica contractor Christopher Wylie tells CNN’s @donlemon that he helped build a “psychological… https://t.co/uzQAgripRy,Tue Mar 20 02:34:49 +0000 2018,28,0.0,0.0,1.0,0.0
@CNN,"A 19-year-old US student who went missing over the weekend has been found dead in Bermuda, authorities there say… https://t.co/ZBGYwmmQQt",Tue Mar 20 02:31:05 +0000 2018,29,-0.7579,0.0,0.723,0.277
@CNN,Delta Airlines misrouted an Idaho man's 8-week-old puppy on a cross-country trip -- landing in Las Vegas and Salt L… https://t.co/4xzHQ2OpOQ,Tue Mar 20 02:25:44 +0000 2018,30,0.0,0.0,1.0,0.0
@CNN,"As President Trump's reaction to special counsel Robert Mueller grows more irate by the day, attorneys on both side… https://t.co/PAGvAKksV2",Tue Mar 20 02:16:04 +0000 2018,31,-0.3597,0.108,0.723,0.168
@CNN,The US announces the start date for its annual military exercises with South Korea as President Trump readies for a… https://t.co/3fNnGF2WTM,Tue Mar 20 02:06:05 +0000 2018,32,0.0,0.0,1.0,0.0
@CNN,"A Marjory Stoneman Douglas graduate is making a sculpture to honor the school shooting victims. The names of the ""1… https://t.co/OGSqWoxYD0",Tue Mar 20 02:01:04 +0000 2018,33,0.2263,0.142,0.756,0.102
@CNN,"RT @AC360: Republican Rep. Matt Gaetz says Attorney General Jeff Sessions would be ""right to renounce his recusal, to re-establish command…",Tue Mar 20 01:58:57 +0000 2018,34,0.0,0.0,1.0,0.0
@CNN,"Facebook's value plunges $37 billion on news that data firm Cambridge Analytica, which had ties to Trump's campaign… https://t.co/VTPrmyYTEc",Tue Mar 20 01:56:02 +0000 2018,35,0.34,0.118,0.882,0.0
@CNN,"It's official: ""Sex and the City"" star Cynthia Nixon has announced that she is throwing her hat in the New York gub… https://t.co/Dy0HfIgbQI",Tue Mar 20 01:51:06 +0000 2018,36,0.0,0.0,1.0,0.0
@CNN,RT @AC360: Anderson Cooper: President Trump's recent actions aimed at undermining the institutions that he believes threaten him is a patte…,Tue Mar 20 01:50:33 +0000 2018,37,-0.6249,0.0,0.779,0.221
@CNN,"Alex Stamos, Facebook's chief security officer, says he's still ""fully engaged"" in his work at Facebook following r… https://t.co/ArNf1dJY7L",Tue Mar 20 01:46:05 +0000 2018,38,0.659,0.241,0.759,0.0
@CNN,"RT @OutFrontCNN: Comedian John Oliver, Vice President Mike Pence, a pair of bunny books, and one ""hopping mad"" publisher. This is the tale…",Tue Mar 20 01:45:46 +0000 2018,39,-0.1531,0.101,0.775,0.124
@CNN,The NTSB wants the FAA to ban commercial flights' use of harness systems that don't allow for easy release during e… https://t.co/W2wiBEX3Vd,Tue Mar 20 01:41:06 +0000 2018,40,-0.7699,0.0,0.712,0.288
@CNN,First lady Melania Trump made a rare appearance that included public remarks in support of those battling the opioi… https://t.co/wIYSztOJIm,Tue Mar 20 01:31:08 +0000 2018,41,0.1531,0.124,0.78,0.096
@CNN,The spending bill that Congress is expected to usher though this week will most likely not include sexual harassmen… https://t.co/cwWMuYOKWS,Tue Mar 20 01:24:06 +0000 2018,42,0.0,0.0,1.0,0.0
@CNN,"Former Nixon White House counsel John Dean says President Trump ""is Nixon on steroids and stilts""… https://t.co/IsKq3WBVCi",Tue Mar 20 01:16:00 +0000 2018,43,0.0,0.0,1.0,0.0
@CNN,A load of gold worth up to $54 million went missing during the Civil War. The mystery gained new life when FBI agen… https://t.co/dKZAFdBUx0,Tue Mar 20 01:12:05 +0000 2018,44,-0.3818,0.152,0.642,0.206
@CNN,"Power, sex and data: A weekend of issues in the Trump presidency | By Juliette Kayyem via @CNNOpinion… https://t.co/Luhz309KQn",Tue Mar 20 01:09:03 +0000 2018,45,0.0,0.0,1.0,0.0
@CNN,El Salvador may be the first country to have a community of 3D-printed homes https://t.co/zn5VfEuBWP https://t.co/vkdtHpla2L,Tue Mar 20 01:02:04 +0000 2018,46,0.0,0.0,1.0,0.0
@CNN,"""What I think we're witnessing is a very public obstruction of justice. He ... has already exceeded everything that… https://t.co/XuIPoigeJw",Tue Mar 20 00:54:13 +0000 2018,47,0.5267,0.167,0.833,0.0
@CNN,"Democratic Rep. Jim Himes on President Trump adding attorney who pushed theory DOJ framed Trump: ""He is looking for… https://t.co/uADfABs9wF",Tue Mar 20 00:50:29 +0000 2018,48,0.0,0.0,1.0,0.0
@CNN,It's one thing to have a situation where Facebook may be targeting users with ads; It's a different situation when… https://t.co/rCEnSB20ua,Tue Mar 20 00:47:47 +0000 2018,49,0.0,0.0,1.0,0.0
@CNN,We ignore these Iraq War lessons at our peril | By Jeremi Suri via @CNNOpinion https://t.co/PTI4pEW3sq https://t.co/uR8N5s2f3X,Tue Mar 20 00:36:16 +0000 2018,50,-0.8442,0.0,0.588,0.412
