Twitter Account,Tweet,Created Date,Tweets Ago,Compound Score,Positive Score,Neutral Score,Negative Score
@CNN,Why Senate Majority Leader Mitch McConnell hasn't said anything about President Trump's attacks on special counsel… https://t.co/pMIYW3co5R,Tue Mar 20 00:31:07 +0000 2018,51,-0.0516,0.131,0.728,0.141
@CNN,"A billionaire, a Kennedy and an upstart state lawmaker are the leading Democratic challengers in the race to unseat… https://t.co/dlyGsPvxkO",Tue Mar 20 00:26:07 +0000 2018,52,0.1027,0.076,0.924,0.0
@CNN,The US warned that ISIS has begun reconstituting in some areas of Syria because a Turkish military offensive agains… https://t.co/ZnonenOhTJ,Tue Mar 20 00:21:03 +0000 2018,53,-0.6249,0.0,0.769,0.231
@CNN,"President Trump called the Russia investigation a ""total witch hunt."" @jaketapper takes a closer look at recent dev… https://t.co/PeCjjSdiJE",Tue Mar 20 00:16:00 +0000 2018,54,-0.3612,0.0,0.865,0.135
@CNN,Your personal information is Facebook's currency. It's bought and sold every day. https://t.co/n2ijDvNtBB,Tue Mar 20 00:13:05 +0000 2018,55,0.0,0.0,1.0,0.0
@CNN,The wife of the man who killed dozens at an Orlando nightclub in 2016 told FBI investigators she knew beforehand th… https://t.co/5SuIBNH0k4,Tue Mar 20 00:11:01 +0000 2018,56,-0.6705,0.0,0.824,0.176
@CNN,"President Trump, who as a candidate used the Clinton Foundation to slam his opponent Hillary Clinton, heralded an o… https://t.co/rGpaIWkWkV",Tue Mar 20 00:08:15 +0000 2018,57,-0.3818,0.0,0.874,0.126
@CNN,"Three members of the Congressional Black Caucus have called for the bombings in Austin, Texas, to be classified as… https://t.co/NlFGxAz2WZ",Tue Mar 20 00:03:07 +0000 2018,58,0.0,0.0,1.0,0.0
@CNN,A school resource officer initially recommended involuntarily committing the Florida school shooter over mental hea… https://t.co/fH7Jmsnr24,Mon Mar 19 23:57:43 +0000 2018,59,0.2732,0.193,0.807,0.0
@CNN,"RT @TheLeadCNN: The special counsel’s investigation is hardly a witch hunt. It has:
➡️ Yielded charges against 19 people and 3 companies, s…",Mon Mar 19 23:47:02 +0000 2018,60,-0.1548,0.108,0.72,0.172
@CNN,"""This is not their favorite topic."" -Sen. Sheldon Whitehouse on Republican lawmakers being forced to field question… https://t.co/7kKARERij9",Mon Mar 19 23:46:06 +0000 2018,61,-0.6684,0.0,0.745,0.255
@CNN,"It's winter's last day, and about 20M are in the path of severe storms as large hail and damaging winds hit parts o… https://t.co/kcv5meTlKL",Mon Mar 19 23:35:47 +0000 2018,62,-0.6808,0.046,0.745,0.209
@CNN,"The Cambridge Analytica scandal has done immense damage to the Facebook brand, sources across the company believe… https://t.co/k32dEHDbfS",Mon Mar 19 23:23:40 +0000 2018,63,-0.7269,0.0,0.724,0.276
@CNN,RT @TheLeadCNN: We're celebrating 5 years of #TheLead with @jaketapper! Thank you to all of our viewers for watching! 📺 https://t.co/3NmZOk…,Mon Mar 19 23:21:23 +0000 2018,64,0.7772,0.285,0.715,0.0
@CNN,"Trump lawyer Michael Cohen jokes about Stormy Daniels, saying he might take ""an extended vacation on her dime""; A l… https://t.co/pTf3j0iLUk",Mon Mar 19 23:20:00 +0000 2018,65,0.25,0.095,0.905,0.0
@CNN,"With just days before a potential shutdown, negotiations continue on a must-pass spending bill… https://t.co/qmINUShnrI",Mon Mar 19 23:10:06 +0000 2018,66,0.0,0.0,1.0,0.0
@CNN,"An anti-abortion, conservative Democrat fights for survival in the Illinois primary https://t.co/IsSkwVA69D https://t.co/3Nv9Gdt00P",Mon Mar 19 23:07:04 +0000 2018,67,-0.4019,0.0,0.816,0.184
@CNN,What you need to know about Facebook's data debacle https://t.co/ngPqheWSSq https://t.co/G7X2Inay7b,Mon Mar 19 23:01:07 +0000 2018,68,0.0,0.0,1.0,0.0
@CNN,The Supreme Court just gave Democrats a much better chance of retaking the House in 2018 | Analysis by @CillizzaCNN… https://t.co/ENTEP3LgMq,Mon Mar 19 22:58:04 +0000 2018,69,0.8176,0.347,0.653,0.0
@CNN,"Republicans are bluntly warning President Trump to lay off his attacks on special counsel Robert Mueller, but there… https://t.co/lBBpwb5d1E",Mon Mar 19 22:53:04 +0000 2018,70,-0.2023,0.086,0.744,0.17
@CNN,President Trump's lawyers recently provided the special counsel's office with documents in an attempt to limit the… https://t.co/hvD3zJposE,Mon Mar 19 22:45:47 +0000 2018,71,0.4019,0.137,0.863,0.0
@CNN,"Senator Warner says it was ""more than a little bit fishy"" that former FBI Deputy Director Andrew McCabe was fired 3… https://t.co/ZD7Fqa0RWu",Mon Mar 19 22:43:20 +0000 2018,72,-0.5574,0.0,0.847,0.153
@CNN,RT @CNNSitRoom: Facebook is under intense pressure to answer questions after it admitted that a company linked to President Trump's campaig…,Mon Mar 19 22:40:07 +0000 2018,73,-0.128,0.123,0.776,0.1
@CNN,Rep. Adam Schiff on Trump attacking special counsel Robert Mueller on Twitter: The President seems to be testing th… https://t.co/fkEcFAG4M8,Mon Mar 19 22:39:29 +0000 2018,74,-0.0772,0.114,0.759,0.127
@CNN,"RT @TheLeadCNN: ""What you have is like the ‘Survivor’ meets ‘The Apprentice’ meets ‘Game of Thrones.’ It is the most insane scenario ... th…",Mon Mar 19 22:35:27 +0000 2018,75,-0.1263,0.091,0.8,0.109
@CNN,"Sen. Jeanne Shaheen: If President Trump has nothing to hide, then he should be interested in seeing this investigat… https://t.co/CwcznrIfm2",Mon Mar 19 22:34:14 +0000 2018,76,0.497,0.19,0.81,0.0
@CNN,Sen. Jeanne Shaheen: I’ve been disappointed more Republican lawmakers aren’t speaking out to protect special counse… https://t.co/FQIXvLkvWF,Mon Mar 19 22:32:12 +0000 2018,77,0.296,0.237,0.625,0.138
@CNN,Sen. Jeanne Shaheen: I’ve been disappointed more Republican lawmakers aren’t speaking out to protect special counse… https://t.co/4XVMG61Kt0,Mon Mar 19 22:29:39 +0000 2018,78,0.296,0.237,0.625,0.138
@CNN,"""[Trump] has been extremely consistent. He hates this investigation,"" and ""he is scared of this investigation."" - T… https://t.co/DzZka7zHAD",Mon Mar 19 22:27:31 +0000 2018,79,-0.7239,0.0,0.725,0.275
@CNN,"RT @TheLeadCNN: Austin, Texas authorities say the 4th bomb that went off overnight is the most sophisticated yet https://t.co/uqdA06osou ht…",Mon Mar 19 22:18:00 +0000 2018,80,0.1761,0.155,0.717,0.128
@CNN,"US President Trump has yet to congratulate Russian President Vladimir Putin on his election, and a phone call betwe… https://t.co/WclI7Tljht",Mon Mar 19 22:16:07 +0000 2018,81,0.4939,0.151,0.849,0.0
@CNN,Uber has removed its self-driving cars from the road after a self-driving Uber SUV struck and killed a pedestrian i… https://t.co/gODSZocjLN,Mon Mar 19 22:11:33 +0000 2018,82,-0.7769,0.0,0.715,0.285
@CNN,"Authorities are speaking in Tempe, Arizona, about the self-driving Uber SUV that struck and killed a woman. Watch o… https://t.co/2WJR68WqSC",Mon Mar 19 22:06:46 +0000 2018,83,-0.7759,0.0,0.715,0.285
@CNN,At least four people have died following head-on crashes in Hyundai and Kia cars in which the airbags did not deplo… https://t.co/NYc6ZPBVDp,Mon Mar 19 22:06:04 +0000 2018,84,-0.8316,0.0,0.719,0.281
@CNN,"The Turpin siblings, allegedly tortured for years by their parents, are out of hospitals but still regularly in tou… https://t.co/KyDF93PMYn",Mon Mar 19 22:00:05 +0000 2018,85,-0.3182,0.0,0.892,0.108
@CNN,The Federal Reserve is all but certain to lift interest rates when Jerome Powell leads his first meeting as chairma… https://t.co/HIQRM5w4Bx,Mon Mar 19 21:57:24 +0000 2018,86,0.7684,0.259,0.741,0.0
@CNN,Opponents of abortion will come to the Supreme Court on Tuesday to challenge a California law they say is an uncons… https://t.co/3m0Rs9PvG4,Mon Mar 19 21:56:26 +0000 2018,87,0.5994,0.205,0.795,0.0
@CNN,Facebook sinks nearly 7% as the user data controversy sparks the company's worst day in four years.… https://t.co/uAmoZ6NeSv,Mon Mar 19 21:55:37 +0000 2018,88,-0.6249,0.0,0.806,0.194
@CNN,"Lin-Manuel Miranda and Ben Platt, two of Broadway's most popular voices, join forces for a song to benefit March Fo… https://t.co/Elnp81GDIl",Mon Mar 19 21:21:45 +0000 2018,89,0.8204,0.335,0.665,0.0
@CNN,"""We can't execute our way out of this epidemic"": President Trump's proposal to impose the death penalty on drug tra… https://t.co/ZfqIlAFlN4",Mon Mar 19 21:14:02 +0000 2018,90,-0.8442,0.0,0.664,0.336
@CNN,Mississippi Gov. Phil Bryant has signed into law a bill that prevents women from getting abortions after 15 weeks o… https://t.co/rgTyLZc5Y4,Mon Mar 19 21:08:33 +0000 2018,91,0.0772,0.064,0.936,0.0
@CNN,"Facebook's value plunges $37 billion on news that data firm Cambridge Analytica, which had ties to Trump's campaign… https://t.co/28hLoRGydA",Mon Mar 19 20:58:07 +0000 2018,92,0.34,0.118,0.882,0.0
@CNN,1 sentence that explains the wacky and super dysfunctional world of Donald Trump | Analysis by @CillizzaCNN… https://t.co/IzXZIlCluO,Mon Mar 19 20:52:04 +0000 2018,93,0.6369,0.271,0.729,0.0
@CNN,A member of Congress has extended an opportunity for former FBI deputy director Andrew McCabe to continue working i… https://t.co/lab9t9ApWC,Mon Mar 19 20:41:26 +0000 2018,94,0.4215,0.135,0.865,0.0
@CNN,Democratic Rep. Tom Suozzi is facing criticism after comments he made last week were interpreted as a suggestion of… https://t.co/xLoJTQaweT,Mon Mar 19 20:33:04 +0000 2018,95,-0.4404,0.0,0.861,0.139
@CNN,The Dow drops 336 points as Facebook has its worst day in four years https://t.co/tritlMlisj https://t.co/UWnMhHktFw,Mon Mar 19 20:30:51 +0000 2018,96,-0.6249,0.0,0.785,0.215
@CNN,"Time's Up, the female-led organization formed in the aftermath of the Harvey Weinstein scandal, has called for an i… https://t.co/2NoqT04pRF",Mon Mar 19 20:23:21 +0000 2018,97,-0.4404,0.0,0.868,0.132
@CNN,"Lena Dunham talks about the ""ups and downs"" of life after having a hysterectomy due to her painful struggle with en… https://t.co/LaQ1Rjgypz",Mon Mar 19 20:19:18 +0000 2018,98,-0.6369,0.0,0.785,0.215
@CNN,"Representatives of North Korea, South Korea and the US are set to meet in Finland https://t.co/Z7nMAv39iR https://t.co/LtP275u89K",Mon Mar 19 20:11:31 +0000 2018,99,0.0,0.0,1.0,0.0
@CNN,"RT @CNNnewsroom: ""Donald Trump's tweets contain multitudes and usually multitudes of things that aren't accurate"" - CNN's Chris Cillizza re…",Mon Mar 19 20:09:49 +0000 2018,100,0.0,0.0,1.0,0.0
@FoxNews,"'Socially responsible' investors reassess @facebook ownership, via @FoxBusiness https://t.co/iG2QpLxlJs",Tue Mar 20 03:49:56 +0000 2018,1,0.3182,0.223,0.777,0.0
@FoxNews,.@KatiePavlich on Dems offering Andrew McCabe a job so he can get full pension: “I just think that it’s a disservic… https://t.co/dyyzU4WM2Z,Tue Mar 20 03:42:22 +0000 2018,2,0.0,0.0,1.0,0.0
@FoxNews,Are some states headed for Splitsville? Movement grows to allow sections of states to break away  https://t.co/H8UNrAD2wW,Tue Mar 20 03:24:24 +0000 2018,3,0.2263,0.106,0.894,0.0
@FoxNews,"During a speech on the opioid crisis in America on Monday, @POTUS called for ending sanctuary cities.… https://t.co/MibaTWnp2O",Tue Mar 20 03:11:10 +0000 2018,4,-0.6249,0.0,0.796,0.204
@FoxNews,.@POTUS shook hands with Fire Chief Daniel Goonan during a visit to the Manchester Central Fire Station in Manchest… https://t.co/PXos8LJI15,Tue Mar 20 03:00:02 +0000 2018,5,-0.6369,0.0,0.721,0.279
@FoxNews,".@IngrahamAngle: 'If Any Of Us Had Done What McCabe Did, We'd Already Be In Jail' https://t.co/iWegdqw4Ua",Tue Mar 20 02:52:03 +0000 2018,6,0.0,0.0,1.0,0.0
@FoxNews,Weinstein Company files for Chapter 11 with buyout offer in hand https://t.co/9gvKN46bmm,Tue Mar 20 02:46:37 +0000 2018,7,0.4939,0.225,0.775,0.0
@FoxNews,BREAKING: Reports of serious damage as tornado rips through Alabama's Jacksonville State University  https://t.co/J6FPaV0Zcn,Tue Mar 20 02:39:44 +0000 2018,8,-0.5423,0.0,0.727,0.273
@FoxNews,"Attorney General Jeff Sessions released a statement after @POTUS' speech on opioids today, in which the president l… https://t.co/P6K0OcvY8S",Tue Mar 20 02:32:39 +0000 2018,9,0.0,0.0,1.0,0.0
@FoxNews,".@MonicaCrowley: ""The most distinct and dangerous split in this country...is less left-right than it is the elites… https://t.co/JYsF7dvLjZ",Tue Mar 20 02:24:41 +0000 2018,10,-0.5209,0.0,0.835,0.165
@FoxNews,".@IngrahamAngle on McCabe firing: ""When the government learns of wrongdoing, shouldn't it act immediately?...Who ca… https://t.co/bvGOzwhU8w",Tue Mar 20 02:14:26 +0000 2018,11,-0.34,0.0,0.862,0.138
@FoxNews,Ousted FBI official McCabe offered jobs by Dem lawmakers so he can get full pension https://t.co/kko8SIHXEA,Tue Mar 20 02:00:24 +0000 2018,12,0.0,0.0,1.0,0.0
@FoxNews,.@iamjohnoliver slammed for 'controversial and partisan' mockery of Pence family bunny https://t.co/6cFTdJoSlD,Tue Mar 20 01:48:20 +0000 2018,13,-0.4767,0.0,0.709,0.291
@FoxNews,".@DevinNunes: “We just can’t have, in this country, where you have political dirt that’s paid for by one political… https://t.co/f8JKUNy1Su",Tue Mar 20 01:36:00 +0000 2018,14,-0.34,0.0,0.888,0.112
@FoxNews,"During a speech about new efforts to fight the opioid crisis on Monday, @POTUS once again called for a border wall,… https://t.co/cf7bg5Cuvb",Tue Mar 20 01:33:12 +0000 2018,15,-0.7717,0.0,0.729,0.271
@FoxNews,"Rocky Patel of @RockyPatelCigar on Obama-era cigar regulations: ""These rules are so outrageous, they're so burdenso… https://t.co/6UEeIOTcNJ",Tue Mar 20 01:29:32 +0000 2018,16,-0.5949,0.0,0.805,0.195
@FoxNews,Doorbell DNA leads deputies to suspected Florida burglar https://t.co/nLkjo4ardX,Tue Mar 20 01:20:49 +0000 2018,17,-0.2263,0.0,0.808,0.192
@FoxNews,Tom Fitton: 'FBI Is in Cover-Up Mode' on Hillary Clinton Email Probe https://t.co/r6LFu9dXJC,Tue Mar 20 01:06:48 +0000 2018,18,-0.296,0.0,0.845,0.155
@FoxNews,'You run the damn Justice Department': Holder says Sessions must 'have the guts' to say no to #Trump https://t.co/LmPROcYz7x,Tue Mar 20 00:57:06 +0000 2018,19,-0.128,0.14,0.658,0.202
@FoxNews,".@dbongino: ""It's frustrating because, #Tucker, we did nothing wrong. Legal gun owners are saying to themselves all… https://t.co/YGgbK9Qv5F",Tue Mar 20 00:48:39 +0000 2018,20,0.0823,0.201,0.612,0.187
@FoxNews,"'Socially responsible' investors reassess @facebook ownership, via @FoxBusiness https://t.co/iG2QpLxlJs",Tue Mar 20 03:49:56 +0000 2018,21,0.3182,0.223,0.777,0.0
@FoxNews,.@KatiePavlich on Dems offering Andrew McCabe a job so he can get full pension: “I just think that it’s a disservic… https://t.co/dyyzU4WM2Z,Tue Mar 20 03:42:22 +0000 2018,22,0.0,0.0,1.0,0.0
@FoxNews,Are some states headed for Splitsville? Movement grows to allow sections of states to break away  https://t.co/H8UNrAD2wW,Tue Mar 20 03:24:24 +0000 2018,23,0.2263,0.106,0.894,0.0
@FoxNews,"During a speech on the opioid crisis in America on Monday, @POTUS called for ending sanctuary cities.… https://t.co/MibaTWnp2O",Tue Mar 20 03:11:10 +0000 2018,24,-0.6249,0.0,0.796,0.204
@FoxNews,.@POTUS shook hands with Fire Chief Daniel Goonan during a visit to the Manchester Central Fire Station in Manchest… https://t.co/PXos8LJI15,Tue Mar 20 03:00:02 +0000 2018,25,-0.6369,0.0,0.721,0.279
@FoxNews,".@IngrahamAngle: 'If Any Of Us Had Done What McCabe Did, We'd Already Be In Jail' https://t.co/iWegdqw4Ua",Tue Mar 20 02:52:03 +0000 2018,26,0.0,0.0,1.0,0.0
@FoxNews,Weinstein Company files for Chapter 11 with buyout offer in hand https://t.co/9gvKN46bmm,Tue Mar 20 02:46:37 +0000 2018,27,0.4939,0.225,0.775,0.0
@FoxNews,BREAKING: Reports of serious damage as tornado rips through Alabama's Jacksonville State University  https://t.co/J6FPaV0Zcn,Tue Mar 20 02:39:44 +0000 2018,28,-0.5423,0.0,0.727,0.273
@FoxNews,"Attorney General Jeff Sessions released a statement after @POTUS' speech on opioids today, in which the president l… https://t.co/P6K0OcvY8S",Tue Mar 20 02:32:39 +0000 2018,29,0.0,0.0,1.0,0.0
@FoxNews,".@MonicaCrowley: ""The most distinct and dangerous split in this country...is less left-right than it is the elites… https://t.co/JYsF7dvLjZ",Tue Mar 20 02:24:41 +0000 2018,30,-0.5209,0.0,0.835,0.165
@FoxNews,".@IngrahamAngle on McCabe firing: ""When the government learns of wrongdoing, shouldn't it act immediately?...Who ca… https://t.co/bvGOzwhU8w",Tue Mar 20 02:14:26 +0000 2018,31,-0.34,0.0,0.862,0.138
@FoxNews,Ousted FBI official McCabe offered jobs by Dem lawmakers so he can get full pension https://t.co/kko8SIHXEA,Tue Mar 20 02:00:24 +0000 2018,32,0.0,0.0,1.0,0.0
@FoxNews,.@iamjohnoliver slammed for 'controversial and partisan' mockery of Pence family bunny https://t.co/6cFTdJoSlD,Tue Mar 20 01:48:20 +0000 2018,33,-0.4767,0.0,0.709,0.291
@FoxNews,".@DevinNunes: “We just can’t have, in this country, where you have political dirt that’s paid for by one political… https://t.co/f8JKUNy1Su",Tue Mar 20 01:36:00 +0000 2018,34,-0.34,0.0,0.888,0.112
@FoxNews,"During a speech about new efforts to fight the opioid crisis on Monday, @POTUS once again called for a border wall,… https://t.co/cf7bg5Cuvb",Tue Mar 20 01:33:12 +0000 2018,35,-0.7717,0.0,0.729,0.271
@FoxNews,"Rocky Patel of @RockyPatelCigar on Obama-era cigar regulations: ""These rules are so outrageous, they're so burdenso… https://t.co/6UEeIOTcNJ",Tue Mar 20 01:29:32 +0000 2018,36,-0.5949,0.0,0.805,0.195
@FoxNews,Doorbell DNA leads deputies to suspected Florida burglar https://t.co/nLkjo4ardX,Tue Mar 20 01:20:49 +0000 2018,37,-0.2263,0.0,0.808,0.192
@FoxNews,Tom Fitton: 'FBI Is in Cover-Up Mode' on Hillary Clinton Email Probe https://t.co/r6LFu9dXJC,Tue Mar 20 01:06:48 +0000 2018,38,-0.296,0.0,0.845,0.155
@FoxNews,'You run the damn Justice Department': Holder says Sessions must 'have the guts' to say no to #Trump https://t.co/LmPROcYz7x,Tue Mar 20 00:57:06 +0000 2018,39,-0.128,0.14,0.658,0.202
@FoxNews,".@dbongino: ""It's frustrating because, #Tucker, we did nothing wrong. Legal gun owners are saying to themselves all… https://t.co/YGgbK9Qv5F",Tue Mar 20 00:48:39 +0000 2018,40,0.0823,0.201,0.612,0.187
@FoxNews,".@AlanDersh: ""The American public is...sick and tired of a Republican truth, a Democrat truth, a #Trump truth, an a… https://t.co/zBSUbCl1zJ",Tue Mar 20 00:37:23 +0000 2018,41,0.4588,0.303,0.57,0.127
@FoxNews,".@AlanDersh: ""When the people who are supposed to protect us...are testifying falsely, for whatever reason, we the… https://t.co/IWajvHgciw",Tue Mar 20 00:22:48 +0000 2018,42,0.3818,0.133,0.867,0.0
@FoxNews,".@TuckerCarlson: ""Dishonest law enforcement is a big deal no matter who the president is. In fact, it's the biggest… https://t.co/zD9AiDTokg",Tue Mar 20 00:15:59 +0000 2018,43,-0.7003,0.048,0.696,0.257
@FoxNews,Self-driving Uber crash could open the company to criminal charges https://t.co/ns4HQdyOJt,Tue Mar 20 00:01:22 +0000 2018,44,-0.8173,0.0,0.485,0.515
@FoxNews,"JUST IN: Zachary Cruz, Parkland massacre suspect's brother, arrested for trespassing at school https://t.co/kujCrEzOsg",Mon Mar 19 23:48:31 +0000 2018,45,-0.4767,0.0,0.807,0.193
@FoxNews,.@newtgingrich: “The fact is it wasn’t @POTUS who fired McCabe. It was the Inspector General’s report in the FBI…”… https://t.co/35xjJVY7Vb,Mon Mar 19 23:42:07 +0000 2018,46,-0.5574,0.0,0.841,0.159
@FoxNews,".@newtgingrich: “Mueller, in the end, is, I think, not going to have anything substantive about @POTUS, and in some… https://t.co/jol02sSPSi",Mon Mar 19 23:40:19 +0000 2018,47,0.0,0.0,1.0,0.0
@FoxNews,"Florida teacher arrested after she threatened to 'blow everyone up' at school, cops say https://t.co/HowShyDypD",Mon Mar 19 23:31:03 +0000 2018,48,-0.7269,0.0,0.681,0.319
@FoxNews,.@marcthiessen: “There is no privacy on the Internet.” #TheStory https://t.co/Su9gpTOSBM https://t.co/txni9BLjpP,Mon Mar 19 23:27:57 +0000 2018,49,-0.296,0.0,0.82,0.18
@FoxNews,".@GregAbbott_TX on the hunt for Austin, Texas bomber: “Law enforcement at all levels are on top of this in a way bi… https://t.co/574OxaEavh",Mon Mar 19 23:12:12 +0000 2018,50,0.2023,0.079,0.921,0.0
@FoxNews,.@FIU students return to campus for first time since bridge collapse https://t.co/ekhlBFQmgt,Mon Mar 19 23:04:04 +0000 2018,51,-0.4939,0.0,0.775,0.225
@FoxNews,"RT @MikeEmanuelFox: White House, Democrats trade offers to address 'dreamers'-from #SpecialReport tonight:
https://t.co/u4U05Ss3GF",Mon Mar 19 23:01:13 +0000 2018,52,0.0,0.0,1.0,0.0
@FoxNews,".@guypbenson: ""When you look at the McCabe firing, I think you can make a very strong case, based on the facts, tha… https://t.co/R1uC8pypqt",Mon Mar 19 23:00:25 +0000 2018,53,0.2944,0.144,0.76,0.096
@FoxNews,".@MaraLiasson: ""I think what's happening is [@POTUS] is intent on discrediting the Mueller investigation so that wh… https://t.co/doAafqRCnI",Mon Mar 19 22:55:48 +0000 2018,54,0.0,0.0,1.0,0.0
@FoxNews,".@MZHemingway on McCabe firing: ""It is never a good thing when your #2 at the @FBI is fired for bad behavior.""… https://t.co/qtMQXB3a78",Mon Mar 19 22:49:52 +0000 2018,55,-0.898,0.0,0.588,0.412
@FoxNews,"""The U.S. government just hit a record, but not one with bragging rights. We are in debt. A lot of debt.""… https://t.co/QEphN4nJ0X",Mon Mar 19 22:46:15 +0000 2018,56,-0.5023,0.0,0.854,0.146
@FoxNews,Mississippi enacts law banning most abortions after 15 weeks https://t.co/2l5tHo17no,Mon Mar 19 22:35:33 +0000 2018,57,0.0,0.0,1.0,0.0
@FoxNews,"During a speech on the opioid crisis in America on Monday, @POTUS called for ending sanctuary cities. https://t.co/Yxf2RHavha",Mon Mar 19 22:27:25 +0000 2018,58,-0.6249,0.0,0.796,0.204
@FoxNews,An 18-year-old gorilla at @phillyzoo hates to get his hands dirty. That’s why he sometimes walks upright like a hum… https://t.co/JjWYnnvUJn,Mon Mar 19 22:24:36 +0000 2018,59,-0.5106,0.099,0.672,0.229
@FoxNews,".@brithume: ""There's been a lot of criticism that the firing was rushed, but McCabe was on the verge of retirement.… https://t.co/1X6PKgKMpi",Mon Mar 19 22:15:41 +0000 2018,60,-0.3919,0.0,0.831,0.169
@FoxNews,.@lizpeek: @HillaryClinton's latest excuse: Stepford wives cost me the election https://t.co/Dv7VWg2ibU,Mon Mar 19 22:08:45 +0000 2018,61,0.0772,0.115,0.885,0.0
@FoxNews,Are some states headed for Splitsville? Movement grows to allow sections of states to break away https://t.co/H8UNrAD2wW,Mon Mar 19 22:00:08 +0000 2018,62,0.2263,0.106,0.894,0.0
@FoxNews,.@facebook exploring forensic audits to investigate Cambridge Analytica claims https://t.co/Su9gpTOSBM,Mon Mar 19 21:54:09 +0000 2018,63,0.0,0.0,1.0,0.0
@FoxNews,".@JesseBWatters on @HillaryClinton's apology after comments about Trump voters: “We like authentic Hillary, even if… https://t.co/vxz1LrqfqV",Mon Mar 19 21:47:01 +0000 2018,64,0.4019,0.209,0.791,0.0
@FoxNews,It was a special day at @dollysstampede​ as Sgt. Bryan Samsel surprised his wife after returning home from a year o… https://t.co/c7aTQu0toD,Mon Mar 19 21:44:08 +0000 2018,65,0.5574,0.204,0.796,0.0
@FoxNews,"Self-driving Uber car kills Arizona pedestrian, police say https://t.co/nLr9zucd1I",Mon Mar 19 21:31:49 +0000 2018,66,-0.5829,0.0,0.679,0.321
@FoxNews,.@kimguilfoyle on possibility of @POTUS firing Mueller: “Let them complete the investigation. I don’t see any upsid… https://t.co/Y2E6Ft4Bmu,Mon Mar 19 21:20:31 +0000 2018,67,-0.34,0.0,0.87,0.13
@FoxNews,"During a speech about new efforts to fight the opioid crisis on Monday, @POTUS once again called for a border wall,… https://t.co/5NUOAb2EGz",Mon Mar 19 21:12:12 +0000 2018,68,-0.7717,0.0,0.729,0.271
@FoxNews,Supreme Court keeps revised Pennsylvania congressional map in place https://t.co/eJLYkE8opo,Mon Mar 19 20:45:54 +0000 2018,69,0.5574,0.286,0.714,0.0
@FoxNews,Massachusetts @BurgerKing removes sign about overdosing after complaints https://t.co/njic1cdECW,Mon Mar 19 20:36:29 +0000 2018,70,-0.4019,0.0,0.748,0.252
@FoxNews,"Pennsylvania college student who went missing in Bermuda found dead, officials say https://t.co/LcRKyP0d7k",Mon Mar 19 20:29:22 +0000 2018,71,-0.7579,0.0,0.629,0.371
@FoxNews,Holy Cross Drops 'Knight' Mascot Over Ties to Christian Violence in the Crusades https://t.co/qDcSao3Qft,Mon Mar 19 20:11:39 +0000 2018,72,-0.6249,0.0,0.76,0.24
@FoxNews,".@WhiteHouse, Dems restart negotiations over DACA, funding border wall https://t.co/frvcb0X3XG",Mon Mar 19 20:05:53 +0000 2018,73,0.0,0.0,1.0,0.0
@FoxNews,".@POTUS on drug traffickers: “My Department of Justice will be seeking so many, much tougher penalties than we’ve e… https://t.co/KGqSXSzUUt",Mon Mar 19 19:59:16 +0000 2018,74,0.6557,0.23,0.77,0.0
@FoxNews,'Build The Wall and Keep the Damn Drugs Out': #Trump Slams Dems' Inaction in Opioid Speech https://t.co/OxSld53cxp,Mon Mar 19 19:49:19 +0000 2018,75,-0.5719,0.0,0.761,0.239
