Twitter Account,Tweet,Created Date,Tweets Ago,Compound Score,Positive Score,Neutral Score,Negative Score
@FoxNews,".@POTUS: “Together, we will end the scourge of drug addiction in America once and for all. We will win, we will bea… https://t.co/VE7u72Dea2",Mon Mar 19 19:43:25 +0000 2018,76,0.5859,0.147,0.853,0.0
@FoxNews,".@POTUS: “We want every American to be able to reach their full, God-given potential…The brave families here today… https://t.co/Z4ktE9Ktrc",Mon Mar 19 19:41:38 +0000 2018,77,0.5859,0.266,0.734,0.0
@FoxNews,".@POTUS: “We pay, as a country, so much more for drugs because of the drug lobbies &amp; other reasons…If you compare o… https://t.co/i2sUXNITOY",Mon Mar 19 19:33:22 +0000 2018,78,-0.1027,0.0,0.938,0.062
@FoxNews,"RT @FoxBusiness: .@POTUS: ""You'll be seeing drug prices falling very substantially in the not-so-distant future."" https://t.co/ycNGnI7zU9",Mon Mar 19 19:22:03 +0000 2018,79,-0.1531,0.0,0.904,0.096
@FoxNews,.@POTUS: “Ending sanctuary cities is crucial to stopping the drug addiction crisis.” https://t.co/8Dht9hIv6m,Mon Mar 19 19:21:45 +0000 2018,80,-0.1531,0.0,0.882,0.118
@FoxNews,".@POTUS: ""90% of the heroin in America comes from our southern border where, eventually @TheDemocrats will agree wi… https://t.co/xiq1lotg9y",Mon Mar 19 19:14:12 +0000 2018,81,-0.1779,0.11,0.749,0.141
@FoxNews,.@POTUS: “We’re also taking action to prevent addiction by addressing the problem of overprescribing.” https://t.co/qT9GUEmnt3,Mon Mar 19 19:12:25 +0000 2018,82,-0.3818,0.065,0.774,0.161
@FoxNews,.@POTUS on opioid crisis: “Failure is not an option. Addiction is not our future. We will liberate our country from… https://t.co/5xLismjo7g,Mon Mar 19 19:00:15 +0000 2018,83,-0.6249,0.0,0.83,0.17
@FoxNews,".@POTUS on law enforcement officers: “We thank you, we honor you, and we want you to know that we will always have… https://t.co/2xJ7iyTEGJ",Mon Mar 19 18:56:00 +0000 2018,84,0.7184,0.259,0.741,0.0
@FoxNews,".@FLOTUS: ""We must continue educating [mothers] about the real dangers of opioids on unborn babies.""… https://t.co/YJhdGgWnZj",Mon Mar 19 18:46:26 +0000 2018,85,-0.4939,0.0,0.824,0.176
@FoxNews,.@POTUS delivers remarks on efforts to combat the opioid crisis.  https://t.co/xgbqseWlE2 https://t.co/FEclJ9H74n,Mon Mar 19 18:32:11 +0000 2018,86,-0.7579,0.0,0.606,0.394
@FoxNews,"OPINION: Sen. Tom Cotton: Why I support Pompeo at State, Haspel at CIA https://t.co/q4P3O8DFD7",Mon Mar 19 18:17:22 +0000 2018,87,0.4019,0.184,0.816,0.0
@FoxNews,Jesse James jackpot: Outlaw photo bought on eBay for $10 could be worth $2 million https://t.co/9jxynxJ458,Mon Mar 19 17:57:21 +0000 2018,88,0.2263,0.112,0.888,0.0
@FoxNews,RT @FoxBusiness: #BreakingNews: Dow falls 400+ points in tech-led downdraft https://t.co/30utuhJG0P https://t.co/tWwx1qJnC9,Mon Mar 19 17:30:25 +0000 2018,89,0.0,0.0,1.0,0.0
@FoxNews,Amazing drone footage captured the beauty of China’s countryside in the spring. https://t.co/V40asWEVDy,Mon Mar 19 17:27:44 +0000 2018,90,0.8225,0.409,0.591,0.0
@FoxNews,Steve Pomerantz on Austin bombings #OutnumberedOT https://t.co/bqG3aTGDOr https://t.co/SgqjLcZG12,Mon Mar 19 17:16:44 +0000 2018,91,0.0,0.0,1.0,0.0
@FoxNews,"JUST IN: Self-driving Uber car kills Arizona pedestrian, police say https://t.co/uNQM5CYNxt",Mon Mar 19 17:10:34 +0000 2018,92,-0.5829,0.0,0.726,0.274
@FoxNews,Austin package bomb attacks timeline https://t.co/88C8w2SrrF,Mon Mar 19 17:07:38 +0000 2018,93,-0.7269,0.0,0.396,0.604
@FoxNews,Facebook apologizes for search suggestions of child pornography videos https://t.co/1GXT4KHsVF (via @christocarbone),Mon Mar 19 17:04:00 +0000 2018,94,0.3612,0.185,0.815,0.0
@FoxNews,How the @WhiteHouse is tackling the opioid epidemic https://t.co/cvascK7QJC,Mon Mar 19 17:00:41 +0000 2018,95,0.0,0.0,1.0,0.0
@FoxNews,"Steven Seagal accusers detail rape, sexual assault allegations against actor https://t.co/qmw3ZPrdrO",Mon Mar 19 16:53:43 +0000 2018,96,-0.8591,0.0,0.514,0.486
@FoxNews,"Austin bombings show 'similarities,' work of 'serial bomber,' police say (via @travfed)  https://t.co/dLVCoqa6Ef",Mon Mar 19 16:35:00 +0000 2018,97,0.0,0.0,1.0,0.0
@FoxNews,Trump Bible heads to museum https://t.co/pFc43cxrXf,Mon Mar 19 16:30:12 +0000 2018,98,0.0,0.0,1.0,0.0
@FoxNews,President Trump heading to New Hampshire to unveil opioid plan https://t.co/ulleIslPOI,Mon Mar 19 16:29:44 +0000 2018,99,0.0,0.0,1.0,0.0
@FoxNews,Air Force One departs Joint Base Andrews en route to New Hampshire.  https://t.co/FbFRHL1rz4,Mon Mar 19 16:24:03 +0000 2018,100,0.0,0.0,1.0,0.0
@nytimes,Mississippi has imposed a ban on abortions after 15 weeks. The state's only abortion clinic immediately sued to blo… https://t.co/KqLmc4NspZ,Tue Mar 20 03:47:01 +0000 2018,1,-0.5994,0.0,0.776,0.224
@nytimes,RT @kevinroose: New by me: Facebook’s open platform for third-party apps helped it grow into a juggernaut. But it’s become a privacy nightm…,Tue Mar 20 03:32:03 +0000 2018,2,0.0,0.0,1.0,0.0
@nytimes,4 easy ways to cut down your sugar intake https://t.co/rRf9xm6WHS,Tue Mar 20 03:17:06 +0000 2018,3,0.2023,0.242,0.583,0.175
@nytimes,RT @nytmike: Dowd wants to quit. Trump’s talking about firing Cobb. Another lawyer — who says FBI made up evidence against Trump — was hire…,Tue Mar 20 03:02:05 +0000 2018,4,-0.34,0.0,0.902,0.098
@nytimes,"The brother of Nikolas Cruz was charged with trespassing at Marjory Stoneman Douglas High School on Monday, the aut… https://t.co/h0o2gTJ7HO",Tue Mar 20 02:47:07 +0000 2018,5,-0.2023,0.0,0.913,0.087
@nytimes,"Audit your Facebook apps, audit your Facebook privacy settings, and 5 other tips for protecting your data on Facebo… https://t.co/t87b7WJjZH",Tue Mar 20 02:32:04 +0000 2018,6,0.0,0.0,1.0,0.0
@nytimes,"Claire’s, the teen jewelry chain known for its ear-piercing services, filed for Chapter 11 bankruptcy protection https://t.co/mn4hvSQjkf",Tue Mar 20 02:17:06 +0000 2018,7,0.0,0.0,1.0,0.0
@nytimes,The Supreme Court rejected an emergency request from Pennsylvania Republicans to block new congressional voting dis… https://t.co/DeLYEPkfdu,Tue Mar 20 02:02:02 +0000 2018,8,-0.6369,0.142,0.512,0.346
@nytimes,RT @sheeraf: To be clear: We spoke to seven current and former Facebook employees for this story on how internal disputes over FB's role in…,Tue Mar 20 01:47:04 +0000 2018,9,0.128,0.094,0.83,0.076
@nytimes,"A U.S. soldier in Niger warned that his unit was ill equipped for a raid on a militant. They were sent anyway, and… https://t.co/0U7C8aSiyP",Tue Mar 20 01:32:03 +0000 2018,10,-0.5994,0.0,0.795,0.205
@nytimes,Evening Briefing: Here's what you need to know at the end of the day https://t.co/HYYSMwnO4R,Tue Mar 20 01:17:03 +0000 2018,11,0.0,0.0,1.0,0.0
@nytimes,"After we published an article on tipping and the power imbalance it creates between customers and servers, readers… https://t.co/LJx3uSo2dF",Tue Mar 20 01:00:19 +0000 2018,12,0.2732,0.104,0.896,0.0
@nytimes,"RT @sheeraf: Full story now up. Alex Stamos is the first Facebook executive to leave the company, amid growing internal tensions over disin…",Tue Mar 20 00:48:11 +0000 2018,13,-0.296,0.066,0.781,0.152
@nytimes,"At a conference on whale biology in 1971, a female attendee was photographed but not identified. Last week, a team… https://t.co/BfdgD7NSnJ",Tue Mar 20 00:32:02 +0000 2018,14,0.0,0.0,1.0,0.0
@nytimes,"RT @nytopinion: Despite Facebook’s claims, everyone involved in the Cambridge Analytica data-siphoning incident did not give his or her “co…",Tue Mar 20 00:17:03 +0000 2018,15,0.0,0.0,1.0,0.0
@nytimes,Mary Outerbridge set up a tennis court in Staten Island in her 20s. It may have been the first in the U.S. https://t.co/MrVl8V3Mll,Tue Mar 20 00:02:05 +0000 2018,16,0.0,0.0,1.0,0.0
@nytimes,New York City’s subway hit a new low in January: Just 58.1% of weekday trains arrived on time. The MTA blamed bad w… https://t.co/AjE2LhnBWu,Mon Mar 19 23:32:03 +0000 2018,17,-0.8271,0.0,0.697,0.303
@nytimes,"RT @KevinQ: The worst places for poor white children are almost all better than the best places for poor black children.

https://t.co/EPZt…",Mon Mar 19 23:17:05 +0000 2018,18,-0.539,0.2,0.498,0.302
@nytimes,Evening Briefing: Here's what you need to know at the end of the day https://t.co/tQvejB0Xpm,Mon Mar 19 23:02:04 +0000 2018,19,0.0,0.0,1.0,0.0
@nytimes,RT @nicoleperlroth: NEW: Facebook's security officer @alexstamos is leaving the company amid disagreements with Facebook execs over how to…,Mon Mar 19 22:44:07 +0000 2018,20,-0.1027,0.108,0.766,0.126
@nytimes,Mississippi has imposed a ban on abortions after 15 weeks. The state's only abortion clinic immediately sued to blo… https://t.co/KqLmc4NspZ,Tue Mar 20 03:47:01 +0000 2018,21,-0.5994,0.0,0.776,0.224
@nytimes,RT @kevinroose: New by me: Facebook’s open platform for third-party apps helped it grow into a juggernaut. But it’s become a privacy nightm…,Tue Mar 20 03:32:03 +0000 2018,22,0.0,0.0,1.0,0.0
@nytimes,4 easy ways to cut down your sugar intake https://t.co/rRf9xm6WHS,Tue Mar 20 03:17:06 +0000 2018,23,0.2023,0.242,0.583,0.175
@nytimes,RT @nytmike: Dowd wants to quit. Trump’s talking about firing Cobb. Another lawyer — who says FBI made up evidence against Trump — was hire…,Tue Mar 20 03:02:05 +0000 2018,24,-0.34,0.0,0.902,0.098
@nytimes,"The brother of Nikolas Cruz was charged with trespassing at Marjory Stoneman Douglas High School on Monday, the aut… https://t.co/h0o2gTJ7HO",Tue Mar 20 02:47:07 +0000 2018,25,-0.2023,0.0,0.913,0.087
@nytimes,"Audit your Facebook apps, audit your Facebook privacy settings, and 5 other tips for protecting your data on Facebo… https://t.co/t87b7WJjZH",Tue Mar 20 02:32:04 +0000 2018,26,0.0,0.0,1.0,0.0
@nytimes,"Claire’s, the teen jewelry chain known for its ear-piercing services, filed for Chapter 11 bankruptcy protection https://t.co/mn4hvSQjkf",Tue Mar 20 02:17:06 +0000 2018,27,0.0,0.0,1.0,0.0
@nytimes,The Supreme Court rejected an emergency request from Pennsylvania Republicans to block new congressional voting dis… https://t.co/DeLYEPkfdu,Tue Mar 20 02:02:02 +0000 2018,28,-0.6369,0.142,0.512,0.346
@nytimes,RT @sheeraf: To be clear: We spoke to seven current and former Facebook employees for this story on how internal disputes over FB's role in…,Tue Mar 20 01:47:04 +0000 2018,29,0.128,0.094,0.83,0.076
@nytimes,"A U.S. soldier in Niger warned that his unit was ill equipped for a raid on a militant. They were sent anyway, and… https://t.co/0U7C8aSiyP",Tue Mar 20 01:32:03 +0000 2018,30,-0.5994,0.0,0.795,0.205
@nytimes,Evening Briefing: Here's what you need to know at the end of the day https://t.co/HYYSMwnO4R,Tue Mar 20 01:17:03 +0000 2018,31,0.0,0.0,1.0,0.0
@nytimes,"After we published an article on tipping and the power imbalance it creates between customers and servers, readers… https://t.co/LJx3uSo2dF",Tue Mar 20 01:00:19 +0000 2018,32,0.2732,0.104,0.896,0.0
@nytimes,"RT @sheeraf: Full story now up. Alex Stamos is the first Facebook executive to leave the company, amid growing internal tensions over disin…",Tue Mar 20 00:48:11 +0000 2018,33,-0.296,0.066,0.781,0.152
@nytimes,"At a conference on whale biology in 1971, a female attendee was photographed but not identified. Last week, a team… https://t.co/BfdgD7NSnJ",Tue Mar 20 00:32:02 +0000 2018,34,0.0,0.0,1.0,0.0
@nytimes,"RT @nytopinion: Despite Facebook’s claims, everyone involved in the Cambridge Analytica data-siphoning incident did not give his or her “co…",Tue Mar 20 00:17:03 +0000 2018,35,0.0,0.0,1.0,0.0
@nytimes,Mary Outerbridge set up a tennis court in Staten Island in her 20s. It may have been the first in the U.S. https://t.co/MrVl8V3Mll,Tue Mar 20 00:02:05 +0000 2018,36,0.0,0.0,1.0,0.0
@nytimes,New York City’s subway hit a new low in January: Just 58.1% of weekday trains arrived on time. The MTA blamed bad w… https://t.co/AjE2LhnBWu,Mon Mar 19 23:32:03 +0000 2018,37,-0.8271,0.0,0.697,0.303
@nytimes,"RT @KevinQ: The worst places for poor white children are almost all better than the best places for poor black children.

https://t.co/EPZt…",Mon Mar 19 23:17:05 +0000 2018,38,-0.539,0.2,0.498,0.302
@nytimes,Evening Briefing: Here's what you need to know at the end of the day https://t.co/tQvejB0Xpm,Mon Mar 19 23:02:04 +0000 2018,39,0.0,0.0,1.0,0.0
@nytimes,RT @nicoleperlroth: NEW: Facebook's security officer @alexstamos is leaving the company amid disagreements with Facebook execs over how to…,Mon Mar 19 22:44:07 +0000 2018,40,-0.1027,0.108,0.766,0.126
@nytimes,Alex Stamos is said to be leaving Facebook after internal disagreements over how the social network should deal wit… https://t.co/2tbsL4WojM,Mon Mar 19 22:34:00 +0000 2018,41,-0.4215,0.0,0.872,0.128
@nytimes,Breaking News: A Facebook executive who urged transparency on Russian disinformation is said to be leaving after cl… https://t.co/iFVb6BY6j7,Mon Mar 19 22:24:55 +0000 2018,42,0.0,0.0,1.0,0.0
@nytimes,"RT @UpshotNYT: The Supreme Court today refused to Intervene in the Pa. redistricting case. That means these districts are holding up, and D…",Mon Mar 19 22:17:03 +0000 2018,43,0.34,0.134,0.784,0.082
@nytimes,Photographers find new ways to frame the natural world https://t.co/dSKQ3jE90n https://t.co/2oMSS8Vyi9,Mon Mar 19 22:02:07 +0000 2018,44,0.3612,0.2,0.8,0.0
@nytimes,"RT @julieturkewitz: Tweeting some of the reaction to our story today: ""I have long thought the absence of Native Americans from any form of…",Mon Mar 19 21:47:01 +0000 2018,45,0.0,0.0,1.0,0.0
@nytimes,"Al Pacino and Michelle Pfeiffer will reunite for a 35th anniversary screening of ""Scarface"" at the Tribeca Film Fes… https://t.co/CHjotO0oT8",Mon Mar 19 21:32:07 +0000 2018,46,0.0,0.0,1.0,0.0
@nytimes,"“Send some girls around to the candidate’s house.”

As part of a monthslong investigation into Cambridge Analytica,… https://t.co/YP7xSJ59Gx",Mon Mar 19 21:20:10 +0000 2018,47,0.0,0.0,1.0,0.0
@nytimes,RT @readercenter: A @nytimes article published today on race and the income gap led to a big discussion among our readers. Submit a questio…,Mon Mar 19 21:10:05 +0000 2018,48,0.0,0.0,1.0,0.0
@nytimes,"Catharine MacKinnon: ""People have asked me for 40 years how not to get sued for sexual harassment. Well, a good fir… https://t.co/aiuh7NXSzK",Mon Mar 19 21:00:21 +0000 2018,49,0.128,0.189,0.679,0.132
@nytimes,"Justin Verlander brought value to the Astros last season, when he joined in a trade and helped them win the World S… https://t.co/8yl93W3HoA",Mon Mar 19 20:50:06 +0000 2018,50,0.7351,0.237,0.763,0.0
@nytimes,“Everyone in Austin is in the process of trying to figure out exactly how nervous to be. Are these bombings targete… https://t.co/5Pg0Ep4PRR,Mon Mar 19 20:40:10 +0000 2018,51,-0.2732,0.0,0.909,0.091
@nytimes,Read our report on how servers and bartenders weigh harassing behavior from customers against the tips they need to… https://t.co/N9dFagqWIa,Mon Mar 19 20:33:00 +0000 2018,52,-0.5423,0.0,0.844,0.156
@nytimes,"Our report on the sexual harassment endured by restaurant servers drew 1,200 responses from readers: on money, powe… https://t.co/VnCiSwIYgy",Mon Mar 19 20:30:18 +0000 2018,53,-0.5423,0.0,0.837,0.163
@nytimes,RT @nytimestravel: Do you see Wakanda as a series of magical neighborhoods floating in midair? Would the magnetic levitation subway in trav…,Mon Mar 19 20:20:07 +0000 2018,54,0.0,0.0,1.0,0.0
@nytimes,"“Send some girls around to the candidate’s house”: As part of a monthslong investigation into Cambridge Analytica,… https://t.co/FMEWKpKCUa",Mon Mar 19 20:17:56 +0000 2018,55,0.0,0.0,1.0,0.0
@nytimes,"However, the firm’s employees, who often overlap, had contact in 2014 and 2015 with executives from Lukoil, the Rus… https://t.co/8Q90TwYuIH",Mon Mar 19 20:14:53 +0000 2018,56,0.0,0.0,1.0,0.0
@nytimes,"Alexander Nix, a director of SCL Group, a British political and defense contractor, and chief executive of its Amer… https://t.co/CZMF8buD3n",Mon Mar 19 20:13:08 +0000 2018,57,0.128,0.081,0.919,0.0
@nytimes,Facebook is defending its protection of user information after Cambridge Analytica harvested private information fr… https://t.co/ynmgpzkUa8,Mon Mar 19 20:10:11 +0000 2018,58,0.0,0.0,1.0,0.0
@nytimes,"Christopher Wylie, who oversaw Cambridge’s data collection until 2014, said of his former company, “For them, this… https://t.co/lGYdQTfkLz",Mon Mar 19 20:06:00 +0000 2018,59,0.0,0.0,1.0,0.0
@nytimes,"The New York Times and The Observer of London reported how Cambridge Analytica, a political data firm closely tied… https://t.co/iu6g0OHg5T",Mon Mar 19 20:04:05 +0000 2018,60,0.0,0.0,1.0,0.0
@nytimes,Here’s what you need to know about how a political data firm tied to President Trump’s campaign gained access to pr… https://t.co/zvnAIgGXbv,Mon Mar 19 20:00:20 +0000 2018,61,0.3818,0.115,0.885,0.0
@nytimes,"""Nipped waists have long represented femininity,"" @AlexanderFury writes. ""What does it say about the contemporary m… https://t.co/30rkCxLYYD",Mon Mar 19 19:50:06 +0000 2018,62,0.0,0.0,1.0,0.0
@nytimes,"RT @NYTmag: These are chicks of the endangered Akikiki bird, a small bird native to the forests of Kauai, Hawaii. https://t.co/Wx1KGuzIk7 h…",Mon Mar 19 19:40:08 +0000 2018,63,0.0,0.0,1.0,0.0
@nytimes,"The Australian comic Hannah Gadsby calls out Louis C.K., Harvey Weinstein and Bill Clinton, but her real target is… https://t.co/9lsfWqknha",Mon Mar 19 19:30:06 +0000 2018,64,0.0,0.0,1.0,0.0
@nytimes,"The fourth bombing in Austin demonstrated a higher level of sophistication than the previous 3, as well as a “signi… https://t.co/uLMo7jGk5b",Mon Mar 19 19:20:09 +0000 2018,65,0.2732,0.104,0.896,0.0
@nytimes,This video is the first piece in a series about these residents. Their stories offer a look at how people are confr… https://t.co/NLB5u8MLra,Mon Mar 19 19:02:38 +0000 2018,66,0.0,0.0,1.0,0.0
@nytimes,"In the 6 months since Harvey, The New York Times followed several families in the Cinco Ranch community as they str… https://t.co/naAH2tvhPx",Mon Mar 19 19:01:46 +0000 2018,67,0.0,0.0,1.0,0.0
@nytimes,The homes in Cinco Ranch sat on land that had been designed to flood — a fact that wasn’t widely publicized when a… https://t.co/qAwdPWE5WV,Mon Mar 19 19:00:57 +0000 2018,68,0.0,0.0,1.0,0.0
@nytimes,"After Hurricane Harvey swamped Houston, some residents of one suburban area were shocked to learn that the flooding… https://t.co/QYRyJRcO7D",Mon Mar 19 19:00:10 +0000 2018,69,-0.3182,0.0,0.887,0.113
@nytimes,"RT @tiffkhsu: Claire's, where I and all of my friends and all of their friends got ears pierced as teenagers, is filing for Chapter 11 bank…",Mon Mar 19 18:50:06 +0000 2018,70,0.7351,0.212,0.788,0.0
@nytimes,Does New York want another celebrity in public office? The actress Cynthia Nixon hopes so: She just entered the rac… https://t.co/tmzrIs6quF,Mon Mar 19 18:40:22 +0000 2018,71,0.4767,0.177,0.823,0.0
@nytimes,"RT @julieturkewitz: For much of our country's history, native people weren't permitted to vote. Now there are a historic number of indigeno…",Mon Mar 19 18:40:04 +0000 2018,72,0.0772,0.061,0.939,0.0
@nytimes,"4 bombings this month in Austin, including one on Sunday night, have killed 2 people and injured 4. Here's what we… https://t.co/bqa42mRTn7",Mon Mar 19 18:30:04 +0000 2018,73,-0.802,0.0,0.714,0.286
@nytimes,Another reader reacts to the news that a woman died after being hit by a self-driving Uber car… https://t.co/z1uax6tzgG,Mon Mar 19 18:21:43 +0000 2018,74,-0.5574,0.0,0.816,0.184
@nytimes,A New York Times reader reacts to the news that a woman died after being hit by a self-driving Uber car… https://t.co/1Tm0f1qpdM,Mon Mar 19 18:20:05 +0000 2018,75,-0.5574,0.0,0.833,0.167
@nytimes,You'll probably need to do a little shopping to make this traditional dish. But it's well worth it. https://t.co/8sjpx5xcn7,Mon Mar 19 18:10:09 +0000 2018,76,0.4588,0.2,0.8,0.0
@nytimes,"RT @NYTSports: Tyronn Lue: “I have had chest pains and other troubling symptoms."" He's stepping away from the Cavs with just 13 games left…",Mon Mar 19 18:00:11 +0000 2018,77,-0.743,0.0,0.777,0.223
@nytimes,"Andrew McCabe, the former FBI deputy director, was fired late Friday night — on the eve of his retirement. Here’s w… https://t.co/WgdgoA0WtP",Mon Mar 19 17:50:06 +0000 2018,78,-0.5574,0.0,0.847,0.153
@nytimes,Stuffed ham is one of America’s most regionally specific dishes. People in Southern Maryland cherish it. https://t.co/g2tDQy5xWK,Mon Mar 19 17:40:10 +0000 2018,79,0.3818,0.14,0.86,0.0
@nytimes,One NYT reader embraces the practice of flirting for tips https://t.co/bzmsCpF0sp https://t.co/35aiorjdej,Mon Mar 19 17:35:00 +0000 2018,80,0.2023,0.141,0.859,0.0
@nytimes,"RT @jasondhorowitz: Luigi Di Maio, 31, and Italy's potential next leader, was living at home “until five years ago,” his mother tells me. M…",Mon Mar 19 17:30:06 +0000 2018,81,0.0,0.0,1.0,0.0
@nytimes,President Trump is planning to hire a lawyer who’s pushed theories on Fox News that Trump was framed by the FBI and… https://t.co/W8oVqa5D2I,Mon Mar 19 17:17:10 +0000 2018,82,0.0,0.0,1.0,0.0
@nytimes,"The change of a single word in the new tax law means the MLB, NBA and other sports franchises could now face capita… https://t.co/NBcgIvPN2X",Mon Mar 19 17:05:07 +0000 2018,83,0.0,0.0,1.0,0.0
@nytimes,"Breaking News: A woman died after being hit by a self-driving Uber car in Tempe, Arizona. It’s the first known pede… https://t.co/KqD9AUqOm5",Mon Mar 19 16:55:21 +0000 2018,84,-0.5574,0.0,0.841,0.159
@nytimes,"RT @nytopinion: I am a junior in high school, and I regularly shoot guns, for target practice and hunting, writes Dakota Hanchett https://t…",Mon Mar 19 16:50:05 +0000 2018,85,-0.34,0.0,0.888,0.112
@nytimes,Britain will have a transition period after the country withdraws from the EU — as long as a deal can be struck to… https://t.co/j3M7RRrd5d,Mon Mar 19 16:40:07 +0000 2018,86,-0.25,0.0,0.909,0.091
@nytimes,What we know about the Austin bombings https://t.co/EfHgpraY8B,Mon Mar 19 16:30:10 +0000 2018,87,0.0,0.0,1.0,0.0
@nytimes,"The Austin police chief sent an unusual public message to the unknown bomber or bombers on Sunday: ""We assure you t… https://t.co/BYmbbRdr6n",Mon Mar 19 16:20:09 +0000 2018,88,0.34,0.103,0.897,0.0
@nytimes,"RT @NYTMetro: Prewar walk-up, airy loft, garden flat or sky-high glass-and-steel cube — we took a look at the history of the New York City…",Mon Mar 19 16:10:08 +0000 2018,89,0.0,0.0,1.0,0.0
@nytimes,"After we published an article examining how servers endure harassing behavior for tips, readers wrote in with their… https://t.co/2zaaCSwtzd",Mon Mar 19 16:00:19 +0000 2018,90,-0.5423,0.0,0.837,0.163
@nytimes,"In her early 20s, Mary Ewing Outerbridge brought tennis to the U.S. in the 1870s, establishing what may have been A… https://t.co/vqkNjr5uhs",Mon Mar 19 15:50:08 +0000 2018,91,0.0,0.0,1.0,0.0
@nytimes,"Michael Ferro stepped down as the chairman of Tronc, just weeks after he helped negotiate the sale of The Los Angel… https://t.co/2ctT8mAELY",Mon Mar 19 15:39:25 +0000 2018,92,0.0,0.0,1.0,0.0
@nytimes,YouTube announced it would enlist Wikipedia’s help to deal with the proliferation of conspiracy theories and misinf… https://t.co/BRgKu7qgmR,Mon Mar 19 15:30:02 +0000 2018,93,-0.1779,0.122,0.724,0.154
@nytimes,RT @nhannahjones: An absolutely devastating new study about race and black males. Sons of wealthy black parents no better off than sons of…,Mon Mar 19 15:20:05 +0000 2018,94,-0.3384,0.173,0.609,0.218
@nytimes,There’s never been a Native American congresswoman. That could change in 2018. https://t.co/sWz8dv2SQ5,Mon Mar 19 15:10:06 +0000 2018,95,0.0,0.0,1.0,0.0
@nytimes,"RT @NYTNational: “Rules don’t matter for them. For them, this is a war, and it’s all fair,"" said a founder of Cambridge Analytica, a firm t…",Mon Mar 19 15:00:15 +0000 2018,96,-0.5859,0.042,0.808,0.15
@nytimes,“Our community never should have been developed. It’s hundreds and hundreds of houses. Now we are proof that we nee… https://t.co/jlC1TJJ7JE,Mon Mar 19 14:52:32 +0000 2018,97,0.0,0.0,1.0,0.0
@nytimes,"After Hurricane Harvey, thousands of homes in a Houston suburb were deliberately flooded by the federal government.… https://t.co/x3cwgQEQkr",Mon Mar 19 14:51:34 +0000 2018,98,0.0,0.0,1.0,0.0
@nytimes,"In Opinion 

Op-Ed columnist @CharlesMBlow writes: ""How are international agreements supposed to be negotiated when… https://t.co/iS7FGbJfIZ",Mon Mar 19 14:45:09 +0000 2018,99,0.2732,0.123,0.877,0.0
@nytimes,"Andrew Cuomo suggested that his name ""was never mentioned"" during his former aide's corruption trial. That is incor… https://t.co/FlXRhzCHHl",Mon Mar 19 14:30:14 +0000 2018,100,0.0,0.0,1.0,0.0
